activity_id,activity_name,city,country,address,category,vibe,best_season,price_aud,rating,suitable_for,duration_hours,description
INT-AC-00194,Cultural Dance Show,Istanbul,Turkey,"145 Museum District, Kadıköy, Istanbul, Turkey",Culture,Historic; Exotic; East-meets-West,Spring; Autumn,55,4.1,Group,2 hrs,"An evening performance showcasing traditional folk dances, live music, and costume, followed by a meet-the-artists session backstage."
INT-AC-00195,Traditional Craft Workshop,Lisbon,Portugal,"85 Museum District, Alfama, Lisbon, Portugal",Culture,Soulful; Coastal; Affordable,Spring; Summer; Autumn,90,4.1,Group,2 hrs,"A two-hour hands-on session learning a regional craft — ceramics, weaving, or bookbinding — guided by a master artisan."
INT-AC-00196,Photography City Tour,Prague,Czech Republic,"34 Museum District, Malá Strana, Prague, Czech Republic",Culture,Fairy-tale; Beer culture; Gothic,Spring; Summer,100,4.1,Solo,3 hrs,"A guided photo walk through the city's most photogenic corners, with tips on composition, light, and storytelling from a professional photographer."
INT-AC-00197,Street Art & Graffiti Tour,Maldives,Maldives,"34 Heritage Square, Baa Atoll, Maldives, Maldives",Culture,Luxury; Tropical; Remote,Spring; Winter,70,4.3,Group,2 hrs,"A highly rated local experience offering an authentic taste of the destination's culture, cuisine, and character."
INT-AC-00198,Local Neighbourhood Walk,Zurich,Switzerland,"45 Heritage Square, Altstadt, Zurich, Switzerland",Culture,Clean; Alpine; Upscale,Summer; Autumn,25,4.4,Solo,3 hrs,"A highly rated local experience offering an authentic taste of the destination's culture, cuisine, and character."
INT-AC-00199,Los Angeles Bike Tour,Los Angeles,USA,"122 Adventure Hub, Santa Monica, Los Angeles, USA",Adventure,Sunny; Creative; Beach,Spring; Summer; Autumn,55,4.1,Group,3 hrs,"Cycle the 22-mile Los Angeles River path and Venice Beach boardwalk, stopping at murals, food trucks, and local surf shops."
INT-AC-00200,River Kayaking Experience,Toronto,Canada,"158 Wharf, CN Tower, Toronto, Canada",Adventure,Multicultural; Friendly; Urban,Summer; Autumn,125,4.8,Group,6 hrs,"Paddle through scenic river gorges with an experienced instructor — safety gear, refreshments, and transport included."
INT-AC-00201,Sunset Sailing Cruise,Tokyo,Japan,"16 Adventure Hub, Shinjuku, Tokyo, Japan",Adventure,Bustling; Modern; Traditional,Spring; Autumn,85,4.7,Group,6 hrs,"A two-hour sunset cruise aboard a traditional sailing vessel, with canapés, local wine, and panoramic views of the city skyline."
INT-AC-00202,Jungle Trekking Adventure,Paris,France,"183 Outdoor Centre, Le Marais, Paris, France",Adventure,Romantic; Artistic; Chic,Spring; Summer; Autumn,120,4.8,Solo,3 hrs,"Half-day guided trek through primary rainforest, spotting endemic wildlife and crossing rope bridges, concluding with a riverside picnic."
INT-AC-00203,Desert Safari Experience,Brisbane,Australia,"17 Wharf, CBD, Brisbane, Australia",Adventure,Outdoorsy; Relaxed; Sunny,Spring; Autumn; Winter,255,4.1,Group,5 hrs,"Dune-bashing by 4WD followed by a Bedouin-style camp dinner under the stars, with camel rides, henna, and live music included."
INT-AC-00204,Rock Climbing Berlin,Berlin,Germany,"117 National Park Gate, Mitte, Berlin, Germany",Adventure,Edgy; Creative; Historic,Spring; Summer,70,4.3,Group,6 hrs,"A highly rated local experience offering an authentic taste of the destination's culture, cuisine, and character."
INT-AC-00205,Scuba Diving Lesson,Dubai,UAE,"111 Wharf, Marina, Dubai, UAE",Adventure,Luxurious; Futuristic; Vibrant,Spring; Winter,155,4.6,Couple,3 hrs,"PADI-certified introductory dive in crystal-clear coastal waters, covering basic techniques in a confined pool before an open-water experience."
INT-AC-00206,Hot Air Balloon Ride,Singapore,Singapore,"103 Outdoor Centre, Orchard, Singapore, Singapore",Adventure,Modern; Multicultural; Clean,Spring; Summer; Autumn; Winter,365,4.9,Group,5 hrs,"Float over the city at dawn in a private basket, watching the landscape emerge in golden light with a champagne breakfast on landing."
INT-AC-00207,Zip Line Forest Canopy,London,UK,"171 National Park Gate, Covent Garden, London, UK",Adventure,Historic; Cosmopolitan; Eclectic,Spring; Summer,120,4.7,Solo,6 hrs,"Fly through the forest canopy on a multi-line zip circuit up to 200 m long, with safety briefing, harness fitting, and photos included."
INT-AC-00208,Stand-Up Paddleboard Tour,New York,USA,"24 Adventure Hub, Brooklyn, New York, USA",Adventure,Fast-paced; Iconic; Diverse,Spring; Autumn,60,4.4,Solo,6 hrs,"Guided SUP tour along calm coastal or river waterways, exploring hidden coves and sea caves only accessible from the water."
INT-AC-00209,Coastal Cliff Walk,Sydney,Australia,"143 Wharf, Manly, Sydney, Australia",Adventure,Beach; Outdoorsy; Vibrant,Spring; Summer; Autumn,35,4.1,Solo,5 hrs,"A highly rated local experience offering an authentic taste of the destination's culture, cuisine, and character."
INT-AC-00210,Night Kayaking Tour,Bangkok,Thailand,"91 Outdoor Centre, Sukhumvit, Bangkok, Thailand",Adventure,Lively; Spiritual; Street food,Spring; Winter,80,4.6,Couple,3 hrs,"A highly rated local experience offering an authentic taste of the destination's culture, cuisine, and character."
INT-AC-00211,Harbour Sunset Cruise,Barcelona,Spain,"91 Spa Quarter, Eixample, Barcelona, Spain",Relaxation,Artistic; Beach; Festive,Spring; Summer,110,4.9,Couple,4 hrs,"A scenic evening cruise around the harbour with cocktails, local cheese, and a live acoustic duo as the city lights come on."
INT-AC-00212,Spa & Wellness Half Day,Rome,Italy,"58 Sky Lounge, Campo de Fiori, Rome, Italy",Relaxation,Historic; Romantic; Culinary,Spring; Autumn,95,4.6,Couple,3 hrs,"Four hours of treatments including a traditional massage, thermal pools, and a skin ritual using locally sourced botanicals."
INT-AC-00213,Rooftop Bar Sunset Experience,Amsterdam,Netherlands,"147 Spa Quarter, Jordaan, Amsterdam, Netherlands",Relaxation,Liberal; Charming; Cycling-friendly,Spring; Summer,45,4.4,Group,3 hrs,"Reserved rooftop terrace access during golden hour, with a curated cocktail menu and 360-degree views over the city's skyline."
INT-AC-00214,City Panorama Cable Car,Seoul,South Korea,"8 Spa Quarter, Hongdae, Seoul, South Korea",Relaxation,Trendy; K-pop; Foodie,Spring; Autumn,45,4.8,Solo,5 hrs,"Ride historic gondolas to the city's highest viewpoint, with optional guided commentary and a café terrace at the summit."
INT-AC-00215,Morning Yoga & Meditation,Bali,Indonesia,"2 Spa Quarter, Canggu, Bali, Indonesia",Relaxation,Spiritual; Tropical; Bohemian,Spring; Summer; Autumn,35,4.3,Couple,4 hrs,"A highly rated local experience offering an authentic taste of the destination's culture, cuisine, and character."
INT-AC-00216,Thermal Baths & Spa,Cape Town,South Africa,"18 Sky Lounge, V&A Waterfront, Cape Town, South Africa",Relaxation,Scenic; Adventurous; Diverse,Summer; Autumn,55,4.9,Group,5 hrs,"A highly rated local experience offering an authentic taste of the destination's culture, cuisine, and character."
INT-AC-00217,Kyoto Food Tour,Kyoto,Japan,"97 Street Food Alley, Arashiyama, Kyoto, Japan",Food,Serene; Traditional; Cultural,Spring; Autumn,65,4.7,Group,2 hrs,"A highly rated local experience offering an authentic taste of the destination's culture, cuisine, and character."
INT-AC-00218,Vienna Cooking Class,Vienna,Austria,"185 Night Bazaar, Prater, Vienna, Austria",Food,Imperial; Musical; Café culture,Spring; Summer,135,4.5,Group,3 hrs,"A highly rated local experience offering an authentic taste of the destination's culture, cuisine, and character."
INT-AC-00219,Street Food Night Walk Istanbul,Istanbul,Turkey,"41 Street Food Alley, Sultanahmet, Istanbul, Turkey",Food,Historic; Exotic; East-meets-West,Spring; Autumn,55,4.8,Group,2 hrs,"A highly rated local experience offering an authentic taste of the destination's culture, cuisine, and character."
INT-AC-00220,Sushi Making Workshop,Lisbon,Portugal,"170 Harbour Kitchen, Bairro Alto, Lisbon, Portugal",Food,Soulful; Coastal; Affordable,Spring; Summer; Autumn,150,4.6,Group,3 hrs,"Hands-on session teaching rice preparation, fish selection, and rolling technique — finish by eating your creations with sake pairings."
INT-AC-00221,Wine & Cheese Tasting,Prague,Czech Republic,"56 Night Bazaar, Žižkov, Prague, Czech Republic",Food,Fairy-tale; Beer culture; Gothic,Spring; Summer,115,4.5,Group,3 hrs,"Curated tasting of local and imported wines paired with artisan cheeses, hosted in a cellar setting with a certified sommelier."
INT-AC-00222,Local Market Food Experience,Maldives,Maldives,"174 Night Bazaar, North Malé Atoll, Maldives, Maldives",Food,Luxury; Tropical; Remote,Spring; Winter,60,4.1,Group,2 hrs,"Navigate a vibrant local produce market with a chef guide, sampling seasonal specialities and learning the stories behind each ingredient."
INT-AC-00223,Craft Beer & Brewery Tour,Zurich,Switzerland,"102 Street Food Alley, Niederdorf, Zurich, Switzerland",Food,Clean; Alpine; Upscale,Summer; Autumn,100,4.6,Solo,2 hrs,"A highly rated local experience offering an authentic taste of the destination's culture, cuisine, and character."
INT-AC-00224,Farm-to-Table Dinner Experience,Los Angeles,USA,"197 Street Food Alley, Venice, Los Angeles, USA",Food,Sunny; Creative; Beach,Spring; Summer; Autumn,165,4.1,Couple,3 hrs,"A highly rated local experience offering an authentic taste of the destination's culture, cuisine, and character."
INT-AC-00225,Toronto History Walking Tour,Toronto,Canada,"2 Heritage Square, Distillery District, Toronto, Canada",Culture,Multicultural; Friendly; Urban,Summer; Autumn,45,4.8,Group,3 hrs,"A highly rated local experience offering an authentic taste of the destination's culture, cuisine, and character."
INT-AC-00226,Museum Skip-the-Line Tour,Tokyo,Japan,"137 Cultural Precinct, Shibuya, Tokyo, Japan",Culture,Bustling; Modern; Traditional,Spring; Autumn,70,4.7,Solo,2 hrs,"Fast-track entry and an in-depth guided tour of the city's premier museum, covering highlights and hidden gems in under three hours."
INT-AC-00227,Paris Art Gallery Visit,Paris,France,"190 Cultural Precinct, Champs-Élysées, Paris, France",Culture,Romantic; Artistic; Chic,Spring; Summer; Autumn,40,4.5,Couple,2 hrs,"A highly rated local experience offering an authentic taste of the destination's culture, cuisine, and character."
INT-AC-00228,Ancient Temple Morning Walk,Brisbane,Australia,"148 Old Town, South Bank, Brisbane, Australia",Culture,Outdoorsy; Relaxed; Sunny,Spring; Autumn; Winter,30,4.4,Group,2 hrs,"Early-morning visit to a UNESCO-listed temple complex at sunrise, experiencing rituals and peaceful courtyards before tourist crowds arrive."
INT-AC-00229,Old Town Architecture Tour,Berlin,Germany,"104 Heritage Square, Prenzlauer Berg, Berlin, Germany",Culture,Edgy; Creative; Historic,Spring; Summer,65,4.6,Couple,3 hrs,A 90-minute walking tour tracing the city's architectural evolution from medieval lanes to baroque facades and modernist interventions.
INT-AC-00230,Cultural Dance Show,Dubai,UAE,"23 Old Town, Jumeirah, Dubai, UAE",Culture,Luxurious; Futuristic; Vibrant,Spring; Winter,55,5.0,Couple,3 hrs,"An evening performance showcasing traditional folk dances, live music, and costume, followed by a meet-the-artists session backstage."
INT-AC-00231,Traditional Craft Workshop,Singapore,Singapore,"135 Cultural Precinct, Marina Bay, Singapore, Singapore",Culture,Modern; Multicultural; Clean,Spring; Summer; Autumn; Winter,120,4.8,Group,3 hrs,"A two-hour hands-on session learning a regional craft — ceramics, weaving, or bookbinding — guided by a master artisan."
INT-AC-00232,Photography City Tour,London,UK,"86 Museum District, Shoreditch, London, UK",Culture,Historic; Cosmopolitan; Eclectic,Spring; Summer,55,4.4,Couple,3 hrs,"A guided photo walk through the city's most photogenic corners, with tips on composition, light, and storytelling from a professional photographer."
INT-AC-00233,Street Art & Graffiti Tour,New York,USA,"90 Old Town, SoHo, New York, USA",Culture,Fast-paced; Iconic; Diverse,Spring; Autumn,45,4.1,Group,2 hrs,"A highly rated local experience offering an authentic taste of the destination's culture, cuisine, and character."
INT-AC-00234,Local Neighbourhood Walk,Sydney,Australia,"45 Museum District, Circular Quay, Sydney, Australia",Culture,Beach; Outdoorsy; Vibrant,Spring; Summer; Autumn,35,4.2,Solo,3 hrs,"A highly rated local experience offering an authentic taste of the destination's culture, cuisine, and character."
INT-AC-00235,Bangkok Bike Tour,Bangkok,Thailand,"119 Outdoor Centre, Old City, Bangkok, Thailand",Adventure,Lively; Spiritual; Street food,Spring; Winter,80,4.2,Solo,4 hrs,"A highly rated local experience offering an authentic taste of the destination's culture, cuisine, and character."
INT-AC-00236,River Kayaking Experience,Barcelona,Spain,"39 National Park Gate, Barceloneta, Barcelona, Spain",Adventure,Artistic; Beach; Festive,Spring; Summer,140,4.8,Solo,5 hrs,"Paddle through scenic river gorges with an experienced instructor — safety gear, refreshments, and transport included."
INT-AC-00237,Sunset Sailing Cruise,Rome,Italy,"152 National Park Gate, Trastevere, Rome, Italy",Adventure,Historic; Romantic; Culinary,Spring; Autumn,135,4.1,Group,5 hrs,"A two-hour sunset cruise aboard a traditional sailing vessel, with canapés, local wine, and panoramic views of the city skyline."
INT-AC-00238,Jungle Trekking Adventure,Amsterdam,Netherlands,"116 Outdoor Centre, De Pijp, Amsterdam, Netherlands",Adventure,Liberal; Charming; Cycling-friendly,Spring; Summer,65,4.4,Group,5 hrs,"Half-day guided trek through primary rainforest, spotting endemic wildlife and crossing rope bridges, concluding with a riverside picnic."
INT-AC-00239,Desert Safari Experience,Seoul,South Korea,"158 Adventure Hub, Insadong, Seoul, South Korea",Adventure,Trendy; K-pop; Foodie,Spring; Autumn,205,4.1,Couple,3 hrs,"Dune-bashing by 4WD followed by a Bedouin-style camp dinner under the stars, with camel rides, henna, and live music included."
INT-AC-00240,Rock Climbing Bali,Bali,Indonesia,"83 Wharf, Seminyak, Bali, Indonesia",Adventure,Spiritual; Tropical; Bohemian,Spring; Summer; Autumn,120,4.4,Solo,6 hrs,"A highly rated local experience offering an authentic taste of the destination's culture, cuisine, and character."
INT-AC-00241,Scuba Diving Lesson,Cape Town,South Africa,"27 Outdoor Centre, Gardens, Cape Town, South Africa",Adventure,Scenic; Adventurous; Diverse,Summer; Autumn,165,4.5,Couple,3 hrs,"PADI-certified introductory dive in crystal-clear coastal waters, covering basic techniques in a confined pool before an open-water experience."
INT-AC-00242,Hot Air Balloon Ride,Kyoto,Japan,"64 Adventure Hub, Fushimi, Kyoto, Japan",Adventure,Serene; Traditional; Cultural,Spring; Autumn,335,5.0,Couple,4 hrs,"Float over the city at dawn in a private basket, watching the landscape emerge in golden light with a champagne breakfast on landing."
INT-AC-00243,Zip Line Forest Canopy,Vienna,Austria,"73 National Park Gate, Innere Stadt, Vienna, Austria",Adventure,Imperial; Musical; Café culture,Spring; Summer,120,5.0,Group,5 hrs,"Fly through the forest canopy on a multi-line zip circuit up to 200 m long, with safety briefing, harness fitting, and photos included."
INT-AC-00244,Stand-Up Paddleboard Tour,Istanbul,Turkey,"17 National Park Gate, Beyoğlu, Istanbul, Turkey",Adventure,Historic; Exotic; East-meets-West,Spring; Autumn,70,4.4,Couple,3 hrs,"Guided SUP tour along calm coastal or river waterways, exploring hidden coves and sea caves only accessible from the water."
INT-AC-00245,Coastal Cliff Walk,Lisbon,Portugal,"186 National Park Gate, Belém, Lisbon, Portugal",Adventure,Soulful; Coastal; Affordable,Spring; Summer; Autumn,50,4.1,Group,5 hrs,"A highly rated local experience offering an authentic taste of the destination's culture, cuisine, and character."
INT-AC-00246,Night Kayaking Tour,Prague,Czech Republic,"168 National Park Gate, Old Town, Prague, Czech Republic",Adventure,Fairy-tale; Beer culture; Gothic,Spring; Summer,95,4.3,Group,5 hrs,"A highly rated local experience offering an authentic taste of the destination's culture, cuisine, and character."
INT-AC-00247,Harbour Sunset Cruise,Maldives,Maldives,"165 Sky Lounge, Baa Atoll, Maldives, Maldives",Relaxation,Luxury; Tropical; Remote,Spring; Winter,105,4.1,Couple,4 hrs,"A scenic evening cruise around the harbour with cocktails, local cheese, and a live acoustic duo as the city lights come on."
INT-AC-00248,Spa & Wellness Half Day,Zurich,Switzerland,"166 Wellness Centre, Enge, Zurich, Switzerland",Relaxation,Clean; Alpine; Upscale,Summer; Autumn,180,4.3,Couple,5 hrs,"Four hours of treatments including a traditional massage, thermal pools, and a skin ritual using locally sourced botanicals."
INT-AC-00249,Rooftop Bar Sunset Experience,Los Angeles,USA,"80 Spa Quarter, Hollywood, Los Angeles, USA",Relaxation,Sunny; Creative; Beach,Spring; Summer; Autumn,80,4.4,Group,3 hrs,"Reserved rooftop terrace access during golden hour, with a curated cocktail menu and 360-degree views over the city's skyline."
INT-AC-00250,City Panorama Cable Car,Toronto,Canada,"58 Rooftop Terrace, Kensington, Toronto, Canada",Relaxation,Multicultural; Friendly; Urban,Summer; Autumn,40,5.0,Couple,4 hrs,"Ride historic gondolas to the city's highest viewpoint, with optional guided commentary and a café terrace at the summit."
INT-AC-00251,Morning Yoga & Meditation,Tokyo,Japan,"170 Wellness Centre, Asakusa, Tokyo, Japan",Relaxation,Bustling; Modern; Traditional,Spring; Autumn,35,4.2,Couple,3 hrs,"A highly rated local experience offering an authentic taste of the destination's culture, cuisine, and character."
INT-AC-00252,Thermal Baths & Spa,Paris,France,"40 Sky Lounge, Montmartre, Paris, France",Relaxation,Romantic; Artistic; Chic,Spring; Summer; Autumn,65,4.9,Group,3 hrs,"A highly rated local experience offering an authentic taste of the destination's culture, cuisine, and character."
INT-AC-00253,Brisbane Food Tour,Brisbane,Australia,"185 Street Food Alley, Fortitude Valley, Brisbane, Australia",Food,Outdoorsy; Relaxed; Sunny,Spring; Autumn; Winter,65,4.2,Solo,4 hrs,"A highly rated local experience offering an authentic taste of the destination's culture, cuisine, and character."
INT-AC-00254,Berlin Cooking Class,Berlin,Germany,"114 Street Food Alley, Kreuzberg, Berlin, Germany",Food,Edgy; Creative; Historic,Spring; Summer,135,4.0,Couple,4 hrs,"A highly rated local experience offering an authentic taste of the destination's culture, cuisine, and character."
INT-AC-00255,Street Food Night Walk Dubai,Dubai,UAE,"80 Street Food Alley, Downtown Dubai, Dubai, UAE",Food,Luxurious; Futuristic; Vibrant,Spring; Winter,75,4.3,Solo,2 hrs,"A highly rated local experience offering an authentic taste of the destination's culture, cuisine, and character."
INT-AC-00256,Sushi Making Workshop,Singapore,Singapore,"119 Harbour Kitchen, Chinatown, Singapore, Singapore",Food,Modern; Multicultural; Clean,Spring; Summer; Autumn; Winter,150,4.8,Group,3 hrs,"Hands-on session teaching rice preparation, fish selection, and rolling technique — finish by eating your creations with sake pairings."
INT-AC-00257,Wine & Cheese Tasting,London,UK,"155 Street Food Alley, Kensington, London, UK",Food,Historic; Cosmopolitan; Eclectic,Spring; Summer,95,4.8,Group,2 hrs,"Curated tasting of local and imported wines paired with artisan cheeses, hosted in a cellar setting with a certified sommelier."
INT-AC-00258,Local Market Food Experience,New York,USA,"96 Harbour Kitchen, Midtown, New York, USA",Food,Fast-paced; Iconic; Diverse,Spring; Autumn,40,4.9,Solo,4 hrs,"Navigate a vibrant local produce market with a chef guide, sampling seasonal specialities and learning the stories behind each ingredient."
INT-AC-00259,Craft Beer & Brewery Tour,Sydney,Australia,"196 Market Lane, Bondi, Sydney, Australia",Food,Beach; Outdoorsy; Vibrant,Spring; Summer; Autumn,90,4.9,Group,3 hrs,"A highly rated local experience offering an authentic taste of the destination's culture, cuisine, and character."
INT-AC-00260,Farm-to-Table Dinner Experience,Bangkok,Thailand,"57 Market Lane, Silom, Bangkok, Thailand",Food,Lively; Spiritual; Street food,Spring; Winter,110,4.3,Couple,3 hrs,"A highly rated local experience offering an authentic taste of the destination's culture, cuisine, and character."
INT-AC-00261,Barcelona History Walking Tour,Barcelona,Spain,"14 Cultural Precinct, Gothic Quarter, Barcelona, Spain",Culture,Artistic; Beach; Festive,Spring; Summer,85,4.5,Group,2 hrs,"A highly rated local experience offering an authentic taste of the destination's culture, cuisine, and character."
INT-AC-00262,Museum Skip-the-Line Tour,Rome,Italy,"96 Heritage Square, Colosseum, Rome, Italy",Culture,Historic; Romantic; Culinary,Spring; Autumn,65,4.5,Solo,3 hrs,"Fast-track entry and an in-depth guided tour of the city's premier museum, covering highlights and hidden gems in under three hours."
INT-AC-00263,Amsterdam Art Gallery Visit,Amsterdam,Netherlands,"36 Museum District, Museumplein, Amsterdam, Netherlands",Culture,Liberal; Charming; Cycling-friendly,Spring; Summer,40,4.0,Solo,3 hrs,"A highly rated local experience offering an authentic taste of the destination's culture, cuisine, and character."
INT-AC-00264,Ancient Temple Morning Walk,Seoul,South Korea,"115 Cultural Precinct, Gangnam, Seoul, South Korea",Culture,Trendy; K-pop; Foodie,Spring; Autumn,30,4.3,Group,2 hrs,"Early-morning visit to a UNESCO-listed temple complex at sunrise, experiencing rituals and peaceful courtyards before tourist crowds arrive."
INT-AC-00265,Old Town Architecture Tour,Bali,Indonesia,"56 Old Town, Ubud, Bali, Indonesia",Culture,Spiritual; Tropical; Bohemian,Spring; Summer; Autumn,80,4.0,Group,2 hrs,A 90-minute walking tour tracing the city's architectural evolution from medieval lanes to baroque facades and modernist interventions.
INT-AC-00266,Cultural Dance Show,Cape Town,South Africa,"61 Old Town, Sea Point, Cape Town, South Africa",Culture,Scenic; Adventurous; Diverse,Summer; Autumn,75,4.5,Group,2 hrs,"An evening performance showcasing traditional folk dances, live music, and costume, followed by a meet-the-artists session backstage."
INT-AC-00267,Traditional Craft Workshop,Kyoto,Japan,"17 Cultural Precinct, Gion, Kyoto, Japan",Culture,Serene; Traditional; Cultural,Spring; Autumn,105,4.1,Group,3 hrs,"A two-hour hands-on session learning a regional craft — ceramics, weaving, or bookbinding — guided by a master artisan."
INT-AC-00268,Photography City Tour,Vienna,Austria,"184 Museum District, Naschmarkt, Vienna, Austria",Culture,Imperial; Musical; Café culture,Spring; Summer,55,4.8,Couple,2 hrs,"A guided photo walk through the city's most photogenic corners, with tips on composition, light, and storytelling from a professional photographer."
INT-AC-00269,Street Art & Graffiti Tour,Istanbul,Turkey,"147 Museum District, Kadıköy, Istanbul, Turkey",Culture,Historic; Exotic; East-meets-West,Spring; Autumn,45,4.3,Group,3 hrs,"A highly rated local experience offering an authentic taste of the destination's culture, cuisine, and character."
INT-AC-00270,Local Neighbourhood Walk,Lisbon,Portugal,"135 Heritage Square, Alfama, Lisbon, Portugal",Culture,Soulful; Coastal; Affordable,Spring; Summer; Autumn,50,4.2,Solo,3 hrs,"A highly rated local experience offering an authentic taste of the destination's culture, cuisine, and character."
INT-AC-00271,Prague Bike Tour,Prague,Czech Republic,"12 Outdoor Centre, Malá Strana, Prague, Czech Republic",Adventure,Fairy-tale; Beer culture; Gothic,Spring; Summer,75,4.5,Solo,6 hrs,"Pedal across Prague's historic bridges and cobblestone laneways, visiting Vyšehrad Castle and a riverside craft-beer garden."
INT-AC-00272,River Kayaking Experience,Maldives,Maldives,"18 National Park Gate, North Malé Atoll, Maldives, Maldives",Adventure,Luxury; Tropical; Remote,Spring; Winter,120,5.0,Solo,3 hrs,"Paddle through scenic river gorges with an experienced instructor — safety gear, refreshments, and transport included."
INT-AC-00273,Sunset Sailing Cruise,Zurich,Switzerland,"12 Wharf, Altstadt, Zurich, Switzerland",Adventure,Clean; Alpine; Upscale,Summer; Autumn,125,4.2,Couple,5 hrs,"A two-hour sunset cruise aboard a traditional sailing vessel, with canapés, local wine, and panoramic views of the city skyline."
INT-AC-00274,Jungle Trekking Adventure,Los Angeles,USA,"162 Outdoor Centre, Santa Monica, Los Angeles, USA",Adventure,Sunny; Creative; Beach,Spring; Summer; Autumn,105,4.5,Group,6 hrs,"Half-day guided trek through primary rainforest, spotting endemic wildlife and crossing rope bridges, concluding with a riverside picnic."
INT-AC-00275,Desert Safari Experience,Toronto,Canada,"76 Adventure Hub, CN Tower, Toronto, Canada",Adventure,Multicultural; Friendly; Urban,Summer; Autumn,225,4.8,Group,6 hrs,"Dune-bashing by 4WD followed by a Bedouin-style camp dinner under the stars, with camel rides, henna, and live music included."
INT-AC-00276,Rock Climbing Tokyo,Tokyo,Japan,"80 National Park Gate, Shinjuku, Tokyo, Japan",Adventure,Bustling; Modern; Traditional,Spring; Autumn,80,4.0,Solo,3 hrs,"A highly rated local experience offering an authentic taste of the destination's culture, cuisine, and character."
INT-AC-00277,Scuba Diving Lesson,Paris,France,"193 Adventure Hub, Le Marais, Paris, France",Adventure,Romantic; Artistic; Chic,Spring; Summer; Autumn,155,4.4,Solo,5 hrs,"PADI-certified introductory dive in crystal-clear coastal waters, covering basic techniques in a confined pool before an open-water experience."
INT-AC-00278,Hot Air Balloon Ride,Brisbane,Australia,"70 National Park Gate, CBD, Brisbane, Australia",Adventure,Outdoorsy; Relaxed; Sunny,Spring; Autumn; Winter,415,4.2,Group,3 hrs,"Float over the city at dawn in a private basket, watching the landscape emerge in golden light with a champagne breakfast on landing."
INT-AC-00279,Zip Line Forest Canopy,Berlin,Germany,"99 Outdoor Centre, Mitte, Berlin, Germany",Adventure,Edgy; Creative; Historic,Spring; Summer,80,4.8,Solo,6 hrs,"Fly through the forest canopy on a multi-line zip circuit up to 200 m long, with safety briefing, harness fitting, and photos included."
INT-AC-00280,Stand-Up Paddleboard Tour,Dubai,UAE,"133 National Park Gate, Marina, Dubai, UAE",Adventure,Luxurious; Futuristic; Vibrant,Spring; Winter,65,5.0,Couple,6 hrs,"Guided SUP tour along calm coastal or river waterways, exploring hidden coves and sea caves only accessible from the water."
INT-AC-00281,Coastal Cliff Walk,Singapore,Singapore,"155 Outdoor Centre, Orchard, Singapore, Singapore",Adventure,Modern; Multicultural; Clean,Spring; Summer; Autumn; Winter,45,4.8,Group,3 hrs,"A highly rated local experience offering an authentic taste of the destination's culture, cuisine, and character."
INT-AC-00282,Night Kayaking Tour,London,UK,"84 Adventure Hub, Covent Garden, London, UK",Adventure,Historic; Cosmopolitan; Eclectic,Spring; Summer,100,4.5,Couple,3 hrs,"A highly rated local experience offering an authentic taste of the destination's culture, cuisine, and character."
INT-AC-00283,Harbour Sunset Cruise,New York,USA,"90 Sky Lounge, Brooklyn, New York, USA",Relaxation,Fast-paced; Iconic; Diverse,Spring; Autumn,90,4.3,Group,3 hrs,"A scenic evening cruise around the harbour with cocktails, local cheese, and a live acoustic duo as the city lights come on."
INT-AC-00284,Spa & Wellness Half Day,Sydney,Australia,"71 Sky Lounge, Manly, Sydney, Australia",Relaxation,Beach; Outdoorsy; Vibrant,Spring; Summer; Autumn,135,4.0,Solo,5 hrs,"Four hours of treatments including a traditional massage, thermal pools, and a skin ritual using locally sourced botanicals."
INT-AC-00285,Rooftop Bar Sunset Experience,Bangkok,Thailand,"94 Sky Lounge, Sukhumvit, Bangkok, Thailand",Relaxation,Lively; Spiritual; Street food,Spring; Winter,80,5.0,Couple,3 hrs,"Reserved rooftop terrace access during golden hour, with a curated cocktail menu and 360-degree views over the city's skyline."
INT-AC-00286,City Panorama Cable Car,Barcelona,Spain,"156 Rooftop Terrace, Eixample, Barcelona, Spain",Relaxation,Artistic; Beach; Festive,Spring; Summer,60,4.8,Solo,3 hrs,"Ride historic gondolas to the city's highest viewpoint, with optional guided commentary and a café terrace at the summit."
INT-AC-00287,Morning Yoga & Meditation,Rome,Italy,"93 Spa Quarter, Campo de Fiori, Rome, Italy",Relaxation,Historic; Romantic; Culinary,Spring; Autumn,55,4.0,Solo,3 hrs,"A highly rated local experience offering an authentic taste of the destination's culture, cuisine, and character."
INT-AC-00288,Thermal Baths & Spa,Amsterdam,Netherlands,"174 Rooftop Terrace, Jordaan, Amsterdam, Netherlands",Relaxation,Liberal; Charming; Cycling-friendly,Spring; Summer,70,4.9,Solo,5 hrs,"A highly rated local experience offering an authentic taste of the destination's culture, cuisine, and character."
INT-AC-00289,Seoul Food Tour,Seoul,South Korea,"147 Market Lane, Hongdae, Seoul, South Korea",Food,Trendy; K-pop; Foodie,Spring; Autumn,100,4.9,Couple,3 hrs,"A highly rated local experience offering an authentic taste of the destination's culture, cuisine, and character."
INT-AC-00290,Bali Cooking Class,Bali,Indonesia,"64 Night Bazaar, Canggu, Bali, Indonesia",Food,Spiritual; Tropical; Bohemian,Spring; Summer; Autumn,95,4.5,Couple,3 hrs,"A highly rated local experience offering an authentic taste of the destination's culture, cuisine, and character."
